"Name of grant recipient","Known as","Funding area/Panel","Grant category","Amount funded","Decision date","Closing date","State","Country","Federal electorate"
"Allen & Unwin Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$15,000.00","26-NOV-2010","19-OCT-2010","NSW","AUSTRALIA","NORTH SYDNEY"
"Australian Scholarly Publishing Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$10,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"Black Dog Books t/u Andrew Kelly Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$15,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"Currency Press Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$12,500.00","26-NOV-2010","19-OCT-2010","NSW","AUSTRALIA","SYDNEY"
"Five Islands Press Inc","Five Islands Press","Literature Section","Literature Board Publishing Initiative","$6,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","BATMAN"
"Fremantle Arts Centre Press (t/a Fremantle Press)","Fremantle Press","Literature Section","Literature Board Publishing Initiative","$15,000.00","26-NOV-2010","19-OCT-2010","WA","AUSTRALIA","FREMANTLE"
"Gestalt Publishing Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$10,000.00","26-NOV-2010","19-OCT-2010","WA","AUSTRALIA","FREMANTLE"
"Ilura Press Pty Ltd","Ilura Press","Literature Section","Literature Board Publishing Initiative","$5,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","MELBOURNE PORTS"
"Interactive Publications Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$3,000.00","26-NOV-2010","19-OCT-2010","QLD","AUSTRALIA","BONNER"
"Playlab","","Literature Section","Literature Board Publishing Initiative","$2,500.00","26-NOV-2010","19-OCT-2010","QLD","AUSTRALIA","BRISBANE"
"Puncher & Wattmann Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$6,000.00","26-NOV-2010","19-OCT-2010","NSW","AUSTRALIA","WATSON"
"Scribe Publications Pty Ltd (ITF Rosenbloom Family Trust)","","Literature Section","Literature Board Publishing Initiative","$10,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","WILLS"
"Sleepers Publishing Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$5,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"Spinifex Press Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$8,000.00","26-NOV-2010","19-OCT-2010","QLD","AUSTRALIA","KENNEDY"
"The Text Publishing Company Pty Ltd","Text Publishing","Literature Section","Literature Board Publishing Initiative","$5,000.00","26-NOV-2010","19-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"University of Queensland Press","","Literature Section","Literature Board Publishing Initiative","$15,000.00","26-NOV-2010","19-OCT-2010","QLD","AUSTRALIA","RYAN"
"UWA Publishing","","Literature Section","Literature Board Publishing Initiative","$15,000.00","26-NOV-2010","19-OCT-2010","WA","AUSTRALIA","CURTIN"
"Wakefield Press Pty Ltd","","Literature Section","Literature Board Publishing Initiative","$15,000.00","26-NOV-2010","19-OCT-2010","SA","AUSTRALIA","ADELAIDE"
"Brandl and Schlesinger Pty Limited","","Literature Section","LOTE Publishing Initiative","$10,000.00","26-NOV-2010","24-SEP-2010","NSW","AUSTRALIA","MACQUARIE"
"All Saints' College Anglican Co-Educational School Inc","All Saints' College","Literature Section","Promotion: Australian and International","$5,000.00","26-NOV-2010","01-OCT-2010","WA","AUSTRALIA","TANGNEY"
"Arts Margaret River Inc","","Literature Section","Promotion: Australian and International","$4,000.00","26-NOV-2010","01-OCT-2010","WA","AUSTRALIA","FORREST"
"Arts Mildura","artsmildura","Literature Section","Promotion: Australian and International","$15,000.00","26-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","MALLEE"
"Auckland Writers & Readers Festival","","Literature Section","Promotion: Australian and International","$8,000.00","26-NOV-2010","01-OCT-2010","","NEW ZEALAND",""
"Australian Poetry Limited","","Literature Section","Promotion: Australian and International","$10,000.00","26-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"Brisbane Writers Festival Association Inc. t/a UPLIT","UPLIT","Literature Section","Promotion: Australian and International","$25,000.00","26-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","GRIFFITH"
"Byron Writers Festival","previously Northern Rivers Writers' Centre","Literature Section","Promotion: Australian and International","$15,000.00","26-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","RICHMOND"
"Creative Clunes Inc","Back to Booktown","Literature Section","Promotion: Australian and International","$7,500.00","26-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","BALLARAT"
"Emerging Writers' Festival Inc","","Literature Section","Promotion: Australian and International","$9,000.00","26-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"Hay Festival of Literature and the Arts Limited","","Literature Section","Promotion: Australian and International","$15,000.00","26-NOV-2010","01-OCT-2010","POWYS","UK",""
"Hong Kong International Literary Festival Ltd","","Literature Section","Promotion: Australian and International","$15,000.00","26-NOV-2010","01-OCT-2010","","HONG KONG",""
"Lutheran Church of Aust QLD District","","Literature Section","Promotion: Australian and International","$5,000.00","26-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","FAIRFAX"
"National Young Writers' Festival Inc.","","Literature Section","Promotion: Australian and International","$15,000.00","26-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","GRAYNDLER"
"NSW Writers' Centre Inc","","Literature Section","Promotion: Australian and International","$6,000.00","26-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","GRAYNDLER"
"NT Writers' Centre Inc","","Literature Section","Promotion: Australian and International","$10,000.00","26-NOV-2010","01-OCT-2010","NT","AUSTRALIA","SOLOMON"
"O L Society Limited","Overland Magazine","Literature Section","Promotion: Australian and International","$10,000.00","26-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","GELLIBRAND"
"Perth International Arts Festival (t/u University of WA)","","Literature Section","Promotion: Australian and International","$25,000.00","26-NOV-2010","01-OCT-2010","WA","AUSTRALIA","CURTIN"
"Queensland Poetry Festival Inc","Queensland Poetry Festival","Literature Section","Promotion: Australian and International","$10,000.00","26-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","GRIFFITH"
"Radio Adelaide (t/u University of Adelaide)","","Literature Section","Promotion: Australian and International","$7,500.00","26-NOV-2010","01-OCT-2010","SA","AUSTRALIA","ADELAIDE"
"Somerset College Ltd","","Literature Section","Promotion: Australian and International","$5,000.00","26-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","MCPHERSON"
"StAnza, Scotland's International Poetry Festival","","Literature Section","Promotion: Australian and International","$3,000.00","26-NOV-2010","01-OCT-2010","","UK",""
"Sunshine Hinterland Writers' Centre Inc","","Literature Section","Promotion: Australian and International","$4,000.00","26-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","WIDE BAY"
"Sydney Writers' Festival Ltd","","Literature Section","Promotion: Australian and International","$25,000.00","26-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","SYDNEY"
"Tasmanian Writers' Centre Inc","","Literature Section","Promotion: Australian and International","$6,500.00","26-NOV-2010","01-OCT-2010","TAS","AUSTRALIA","DENISON"
"Watermark Literary Society","","Literature Section","Promotion: Australian and International","$5,000.00","26-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","LYNE"
"Whitsunday Anglican School Limited","","Literature Section","Promotion: Australian and International","$5,000.00","26-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","DAWSON"
"Wordfest: Banff-Calgary International Writers Festival","","Literature Section","Promotion: Australian and International","$7,000.00","26-NOV-2010","01-OCT-2010","ALBERTA","CANADA",""
"Strange Fruit Productions Inc","Strange Fruit","Arts Development Division","International Market Development - Programs","$49,100.00","25-NOV-2010","30-JUN-2011","VIC","AUSTRALIA","MELBOURNE"
"Australian Society of Authors Ltd (The)","","Literature Section","Program Grants","$12,000.00","25-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","SYDNEY"
"Australian Writers Guild Ltd","","Literature Section","Program Grants","$24,000.00","25-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","SYDNEY"
"Express Media Inc","","Literature Section","Program Grants","$38,000.00","25-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","MELBOURNE"
"Island Magazine Incorporated","","Literature Section","Program Grants","$45,000.00","25-NOV-2010","01-OCT-2010","TAS","AUSTRALIA","DENISON"
"Quadrant Magazine Ltd","Quandrant Magazine Ltd","Literature Section","Program Grants","$40,000.00","25-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","GRAYNDLER"
"Queensland Writers Centre Association Inc","","Literature Section","Program Grants","$18,240.00","25-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","GRIFFITH"
"The English Association Sydney Inc","Southerly Magazine","Literature Section","Program Grants","$30,000.00","25-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","SYDNEY"
"Wet Ink Magazine Inc","Wet Ink","Literature Section","Program Grants","$24,000.00","25-NOV-2010","01-OCT-2010","SA","AUSTRALIA","MAKIN"
"Writing WA Inc","","Literature Section","Program Grants","$45,000.00","25-NOV-2010","01-OCT-2010","WA","AUSTRALIA","PERTH"
"AGRA Publications","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","","GREECE",""
"Aleph Klub","","Literature Section","Publishing: Australian and International","$4,500.00","25-NOV-2010","01-OCT-2010","Albania","ALBANIA",""
"American Association of Australasian Literary Studies Inc","","Literature Section","Publishing: Australian and International","$4,000.00","25-NOV-2010","01-OCT-2010","Oregon","USA",""
"Ampersand Magazine","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","SYDNEY"
"BV Berlin Verlag GmbH","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","","GERMANY",""
"Colonel Mustard Productions Inc","Harvest Magazine","Literature Section","Publishing: Australian and International","$3,000.00","25-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","MELBOURNE PORTS"
"Cordite Press Inc","","Literature Section","Publishing: Australian and International","$11,050.00","25-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","BENDIGO"
"Dalkey Archive Press","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","ILLINOIS","USA",""
"EBESEDE d.o.o.","","Literature Section","Publishing: Australian and International","$3,244.00","25-NOV-2010","01-OCT-2010","","SLOVENIA",""
"Edition Rugerup","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","","SWEDEN",""
"Editions Belfond","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","","FRANCE",""
"Kill Your Darlings Pty Ltd","","Literature Section","Publishing: Australian and International","$9,600.00","25-NOV-2010","01-OCT-2010","VIC","AUSTRALIA","GELLIBRAND"
"Mascara Poetry Incorporated","Mascara Literary Review","Literature Section","Publishing: Australian and International","$6,500.00","25-NOV-2010","01-OCT-2010","NSW","AUSTRALIA","BRADFIELD"
"Nieuw Amsterdam","Formerly Ailantus","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","","NETHERLANDS",""
"Peril Magazine Inc","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","QLD","AUSTRALIA","MCPHERSON"
"Poetry International Foundation","","Literature Section","Publishing: Australian and International","$4,000.00","25-NOV-2010","01-OCT-2010","","NETHERLANDS",""
"Shanghai 99 Culture Consulting Co Ltd","","Literature Section","Publishing: Australian and International","$10,000.00","25-NOV-2010","01-OCT-2010","","CHINA",""
"Tranan Publishing House","","Literature Section","Publishing: Australian and International","$5,000.00","25-NOV-2010","01-OCT-2010","","SWEDEN",""
"Anna Schwartz Gallery","","Arts Development Division","International Market Development - Programs","$20,000.00","22-NOV-2010","30-JUN-2011","VIC","AUSTRALIA","MELBOURNE"
"GRANTPIRRIE Pty Ltd","","Arts Development Division","International Market Development - Programs","$15,000.00","22-NOV-2010","30-JUN-2011","NSW","AUSTRALIA","HUME"
"Neon Parc","","Arts Development Division","International Market Development - Programs","$15,000.00","22-NOV-2010","30-JUN-2011","VIC","AUSTRALIA","MELBOURNE"
"Sutton Gallery Australia Pty Ltd","","Arts Development Division","International Market Development - Programs","$15,000.00","22-NOV-2010","30-JUN-2011","VIC","AUSTRALIA","MELBOURNE"
"American Federation of Arts","","Visual Arts Section","Presentation and Promotion","$33,010.00","15-NOV-2010","16-AUG-2010","New York","USA",""
"Artspace Visual Arts Centre Ltd","","Visual Arts Section","Presentation and Promotion","$34,380.00","15-NOV-2010","16-AUG-2010","NSW","AUSTRALIA","SYDNEY"
"Asian Australian Artists Association Inc","4A Centre for Contemporary Asian Art","Visual Arts Section","Presentation and Promotion","$80,000.00","15-NOV-2010","16-AUG-2010","NSW","AUSTRALIA","SYDNEY"
"Ausglass (The Australian Association of Glass Artists) Ltd","","Visual Arts Section","Presentation and Promotion","$24,295.00","15-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Australian Network for Art and Technology (ANAT)","","Visual Arts Section","Presentation and Promotion","$58,820.00","15-NOV-2010","16-AUG-2010","SA","AUSTRALIA","ADELAIDE"
"Canberra Glassworks Limited","","Visual Arts Section","Presentation and Promotion","$10,000.00","15-NOV-2010","16-AUG-2010","ACT","AUSTRALIA","CANBERRA"
"Castlemaine State Festival","","Visual Arts Section","Presentation and Promotion","$35,000.00","15-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","BENDIGO"
"Contemporary Art Tasmania","Contemporary Art Tasmania; Contemporary Art Spaces Tasmania","Visual Arts Section","Presentation and Promotion","$28,380.00","15-NOV-2010","16-AUG-2010","TAS","AUSTRALIA","DENISON"
"Guildhouse Inc","Guildhouse","Visual Arts Section","Presentation and Promotion","$25,000.00","15-NOV-2010","16-AUG-2010","SA","AUSTRALIA","ADELAIDE"
"Tin Sheds Gallery (University of Sydney)","","Visual Arts Section","Presentation and Promotion","$28,000.00","15-NOV-2010","16-AUG-2010","NSW","AUSTRALIA","SYDNEY"
"Un Projects Inc (t/a Un Magazine)","","Visual Arts Section","Presentation and Promotion","$30,000.00","15-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"West Space Incorporated","West Space","Visual Arts Section","Presentation and Promotion","$37,760.00","15-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Aslanidis, John","","Visual Arts Section","Skills and Arts Development General","$27,643.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Behm, Anthea","","Visual Arts Section","Skills and Arts Development General","$28,710.00","12-NOV-2010","16-AUG-2010","FL","USA",""
"Bolatagici, Torika","","Visual Arts Section","Skills and Arts Development General","$5,500.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","BATMAN"
"Burrows, David","","Visual Arts Section","Skills and Arts Development General","$10,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","WILLS"
"Cameron, Melissa","","Visual Arts Section","Skills and Arts Development General","$10,500.00","12-NOV-2010","16-AUG-2010","WASHINGTON","USA",""
"Di Trocchio, Paola","","Visual Arts Section","Skills and Arts Development General","$8,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE PORTS"
"Geczy, Adam","","Visual Arts Section","Skills and Arts Development General","$22,300.00","12-NOV-2010","16-AUG-2010","NSW","AUSTRALIA","GRAYNDLER"
"Green, Erica","","Visual Arts Section","Skills and Arts Development General","$18,000.00","12-NOV-2010","16-AUG-2010","SA","AUSTRALIA","ADELAIDE"
"Hamer, Michelle","","Visual Arts Section","Skills and Arts Development General","$23,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Heagney, Din","","Visual Arts Section","Skills and Arts Development General","$16,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Hibberd, Lily","Lily Hibberd","Visual Arts Section","Skills and Arts Development General","$9,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","CASEY"
"Hicks, Petrina","","Visual Arts Section","Skills and Arts Development General","$25,000.00","12-NOV-2010","16-AUG-2010","NSW","AUSTRALIA","BANKS"
"King, Alicia","","Visual Arts Section","Skills and Arts Development General","$8,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","BATMAN"
"Martin, Lucille","","Visual Arts Section","Skills and Arts Development General","$8,995.00","12-NOV-2010","16-AUG-2010","WA","AUSTRALIA","SWAN"
"Singer, Daine","","Visual Arts Section","Skills and Arts Development General","$13,000.00","12-NOV-2010","16-AUG-2010","VIC","AUSTRALIA","WILLS"
"Stevens, Grant","","Visual Arts Section","Skills and Arts Development General","$12,600.00","12-NOV-2010","16-AUG-2010","NSW","AUSTRALIA","WENTWORTH"
"Vance-Vravnik, Rachael","","Visual Arts Section","Skills and Arts Development General","$8,800.00","12-NOV-2010","16-AUG-2010","QLD","AUSTRALIA","WIDE BAY"
"Wedd, Gerry","","Visual Arts Section","Skills and Arts Development General","$15,200.00","12-NOV-2010","16-AUG-2010","SA","AUSTRALIA","MAYO"
"Ziherl, Vivian","Fiona Hogg Freelance Media","Visual Arts Section","Skills and Arts Development General","$8,475.00","12-NOV-2010","16-AUG-2010","QLD","AUSTRALIA","RYAN"
"Winning, Fiona","","Arts Development Division","International Market Development - Programs","$2,500.00","11-NOV-2010","30-JUN-2011","NSW","AUSTRALIA","SYDNEY"
"Bush, Stephen","","Visual Arts Section","Skills and Arts Development Greene Street Studio,","$10,000.00","11-NOV-2010","18-AUG-2010","VIC","AUSTRALIA","CORANGAMITE"
"LeAmon, Simone","","Visual Arts Section","Skills and Arts Development Greene Street Studio,","$10,000.00","11-NOV-2010","18-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Marti, Daniel","Dani","Visual Arts Section","Skills and Arts Development Greene Street Studio,","$10,000.00","11-NOV-2010","18-AUG-2010","NSW","AUSTRALIA","HUNTER"
"Paramor, Louise","","Visual Arts Section","Skills and Arts Development Greene Street Studio,","$10,000.00","11-NOV-2010","18-AUG-2010","VIC","AUSTRALIA","BATMAN"
"Bell, Eugenie Keefer","","Visual Arts Section","Skills and Arts Development Helsinki Studio","$10,000.00","11-NOV-2010","18-AUG-2010","ACT","AUSTRALIA","CANBERRA"
"Capone, Damian Jacobus","Jacobus Capone","Visual Arts Section","Skills and Arts Development Helsinki Studio","$10,000.00","11-NOV-2010","18-AUG-2010","WA","AUSTRALIA","FREMANTLE"
"Jewell, Sharon","","Visual Arts Section","Skills and Arts Development Helsinki Studio","$10,000.00","11-NOV-2010","18-AUG-2010","QLD","AUSTRALIA","BOWMAN"
"Moynihan, Daniel","","Visual Arts Section","Skills and Arts Development Helsinki Studio","$10,000.00","11-NOV-2010","18-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Robinson, Geoff","","Visual Arts Section","Skills and Arts Development Helsinki Studio","$10,000.00","11-NOV-2010","18-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
"Abicare, Fiona","","Visual Arts Section","Skills and Arts Development London Studio","$10,000.00","11-NOV-2010","18-AUG-2010","VIC","AUSTRALIA","MELBOURNE"
